country,country_code,indicator_name,indicator_code,year,value
Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,2023,25.16186795148203
Brazil,BRA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,2023,3.5
Brazil,BRA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2023,0.6
Brazil,BRA,Rural population,SP.RUR.TOTL,2023,25784506.0
Brazil,BRA,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2023,89.0
Brazil,BRA,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2023,66.0
Chile,CHL,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2023,4500.0
Chile,CHL,"Compulsory education, duration (years)",SE.COM.DURS,2023,12.0
Chile,CHL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2023,9.00162983
Chile,CHL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2023,1.539
Chile,CHL,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2023,18.0
Chile,CHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,94.1192
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2023,79.519
Chile,CHL,Net migration,SM.POP.NETM,2023,62679.0
Chile,CHL,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,2023,4.968
Chile,CHL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2023,0.0
Chile,CHL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2023,99.9999982963226
Chile,CHL,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2023,99.9999982963226
Chile,CHL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2023,98.7713643041914
Chile,CHL,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2023,95.3228228384528
Chile,CHL,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2023,3.17
Chile,CHL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2023,17.3843388990243
Chile,CHL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2023,68.922342041123
Chile,CHL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2023,13.6933190598527
Chile,CHL,Population density (people per sq. km of land area),EN.POP.DNST,2023,26.29750434413045
Chile,CHL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2023,0.6
Chile,CHL,Rural population,SP.RUR.TOTL,2023,2356701.0
Chile,CHL,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2023,87.0
Chile,CHL,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2023,71.0
Colombia,COL,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2023,7600.0
Colombia,COL,"Compulsory education, duration (years)",SE.COM.DURS,2023,12.0
Colombia,COL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2023,1.692
Colombia,COL,Gini index,SI.POV.GINI,2023,54.8
Colombia,COL,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2023,46.0
Colombia,COL,Income share held by highest 10%,SI.DST.10TH.10,2023,43.5
Colombia,COL,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,72.7964
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2023,73.659
Colombia,COL,Net migration,SM.POP.NETM,2023,154521.0
Colombia,COL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2023,2.40045300797647
Colombia,COL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2023,97.5377603878354
Colombia,COL,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2023,94.7309784385239
Colombia,COL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2023,73.8560448264451
Colombia,COL,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2023,18.4429900960156
Colombia,COL,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,2023,70.1535998009368
Colombia,COL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2023,20.5978461579186
Colombia,COL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2023,70.0267258065464
Colombia,COL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2023,9.37542803553496
Colombia,COL,Population density (people per sq. km of land area),EN.POP.DNST,2023,46.6317656602073
Colombia,COL,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,2023,6.0
Colombia,COL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2023,0.5
Colombia,COL,Rural population,SP.RUR.TOTL,2023,9232590.0
Colombia,COL,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2023,83.0
Colombia,COL,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2023,74.0
Dominican Republic,DOM,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2023,3400.0
Dominican Republic,DOM,"Compulsory education, duration (years)",SE.COM.DURS,2023,15.0
Dominican Republic,DOM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2023,2.247
Dominican Republic,DOM,Gini index,SI.POV.GINI,2023,37.0
Dominican Republic,DOM,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2023,42.0
Dominican Republic,DOM,Income share held by highest 10%,SI.DST.10TH.10,2023,28.3
Dominican Republic,DOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,84.3832
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2023,74.17
Dominican Republic,DOM,Net migration,SM.POP.NETM,2023,-34915.0
Dominican Republic,DOM,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,2023,2.078
Dominican Republic,DOM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2023,1.83017538770409
Dominican Republic,DOM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2023,96.7545243422804
Dominican Republic,DOM,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2023,88.6817918806029
Dominican Republic,DOM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2023,44.9411768110773
Dominican Republic,DOM,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2023,43.130185712713
Dominican Republic,DOM,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,2023,48.3248542782971
Dominican Republic,DOM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2023,2.235
Dominican Republic,DOM,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2023,26.9140017944156
Dominican Republic,DOM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2023,65.5051370917044
Dominican Republic,DOM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2023,7.58086111388
Dominican Republic,DOM,Population density (people per sq. km of land area),EN.POP.DNST,2023,233.01235195968633
Dominican Republic,DOM,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,2023,0.8
Dominican Republic,DOM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2023,1.0
Dominican Republic,DOM,Rural population,SP.RUR.TOTL,2023,1762465.0
Dominican Republic,DOM,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2023,93.0
Dominican Republic,DOM,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2023,80.0
Germany,DEU,"Compulsory education, duration (years)",SE.COM.DURS,2023,13.0
Germany,DEU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2023,12.65471077
Germany,DEU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2023,1.455
Germany,DEU,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2023,4.8
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,92.4764
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2023,80.70560975609757
Germany,DEU,Net migration,SM.POP.NETM,2023,609553.0
Germany,DEU,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2023,0.0
Germany,DEU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2023,99.9999985568823
Germany,DEU,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2023,99.2262037402876
Germany,DEU,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2023,99.9164119020981
Germany,DEU,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2023,96.8898488990896
Germany,DEU,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2023,13.9155702737293
Germany,DEU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2023,63.2943857808214
Germany,DEU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2023,22.7900439454493
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,2023,239.86141802152508
Germany,DEU,Rural population,SP.RUR.TOTL,2023,18517308.0
Germany,DEU,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2023,110.0
Germany,DEU,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2023,62.0
Italy,ITA,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2023,1800.0
Italy,ITA,"Compulsory education, duration (years)",SE.COM.DURS,2023,12.0
Italy,ITA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2023,9.0
Italy,ITA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2023,1.24
Italy,ITA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2023,4.4
Italy,ITA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,87.0278
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2023,82.9
Italy,ITA,Net migration,SM.POP.NETM,2023,150189.0
Italy,ITA,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,2023,7.71
Italy,ITA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2023,0.0
Italy,ITA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2023,99.9170340740928
Italy,ITA,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2023,99.8850365009352
Italy,ITA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2023,92.7105575597704
Italy,ITA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2023,79.0312466274538
Italy,ITA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2023,4.248
Italy,ITA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2023,12.1444351765721
Italy,ITA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2023,63.6367816692365
Italy,ITA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2023,24.2187831541913
Italy,ITA,Population density (people per sq. km of land area),EN.POP.DNST,2023,199.55926890301637
Italy,ITA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2023,0.2
Italy,ITA,Rural population,SP.RUR.TOTL,2023,16534101.0
Italy,ITA,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2023,100.0
Mexico,MEX,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2023,19000.0
Mexico,MEX,"Compulsory education, duration (years)",SE.COM.DURS,2023,14.0
Mexico,MEX,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2023,1.803
Mexico,MEX,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2023,29.0
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,81.1832
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2023,74.832
Mexico,MEX,Net migration,SM.POP.NETM,2023,-101044.0
Mexico,MEX,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2023,0.0
Mexico,MEX,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2023,99.7064294458755
Mexico,MEX,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2023,92.5184477680319
Mexico,MEX,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2023,43.0378794213272
Mexico,MEX,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2023,62.5008134803041
Mexico,MEX,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,2023,93.9408213324716
Mexico,MEX,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2023,24.9179721383635
Mexico,MEX,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2023,67.0953820717364
Mexico,MEX,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2023,7.98664578990007
Mexico,MEX,Population density (people per sq. km of land area),EN.POP.DNST,2023,66.16071246688443
Mexico,MEX,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2023,0.4
Mexico,MEX,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,2023,7.1
Mexico,MEX,Rural population,SP.RUR.TOTL,2023,23895469.0
Mexico,MEX,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2023,73.0
Mexico,MEX,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2023,70.0
Panama,PAN,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2023,1300.0
Panama,PAN,"Compulsory education, duration (years)",SE.COM.DURS,2023,11.0
Panama,PAN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2023,2.297
Panama,PAN,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2023,58.0
Panama,PAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,73.6085
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2023,76.826
Panama,PAN,Net migration,SM.POP.NETM,2023,7262.0
Panama,PAN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2023,3.98534152666526
Panama,PAN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2023,94.6515652983232
Panama,PAN,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2023,85.8798756121606
Panama,PAN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2023,25.2761698939099
Panama,PAN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2023,65.6670948127046
Panama,PAN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2023,9.05673529338545
Panama,PAN,Population density (people per sq. km of land area),EN.POP.DNST,2023,59.32559989215422
Panama,PAN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2023,1.0
Panama,PAN,Rural population,SP.RUR.TOTL,2023,1359386.0
Panama,PAN,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2023,80.0
Panama,PAN,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2023,74.0
United States,USA,"Compulsory education, duration (years)",SE.COM.DURS,2023,12.0
United States,USA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2023,16.57115173
United States,USA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2023,1.665
United States,USA,Gini index,SI.POV.GINI,2023,41.3
United States,USA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2023,3.1
United States,USA,Income share held by highest 10%,SI.DST.10TH.10,2023,30.2
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,97.1299
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2023,77.43414634146343
United States,USA,Net migration,SM.POP.NETM,2023,1322668.0
United States,USA,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,2023,11.88
United States,USA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2023,0.0
United States,USA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2023,99.9641128436489
United States,USA,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2023,99.631610907923
United States,USA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,2023,97.468388745246
United States,USA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,2023,97.0433043325004
United States,USA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2023,17.5946376490897
United States,USA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2023,64.9735428685564
United States,USA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2023,17.4318194823539
United States,USA,Population density (people per sq. km of land area),EN.POP.DNST,2023,36.43337804539422
United States,USA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,2023,1.2
United States,USA,Rural population,SP.RUR.TOTL,2023,55937486.0
United States,USA,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2023,87.0
United States,USA,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2023,72.0
Uruguay,URY,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,2023,1000.0
Uruguay,URY,"Compulsory education, duration (years)",SE.COM.DURS,2023,14.0
Uruguay,URY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2023,1.483
Uruguay,URY,Gini index,SI.POV.GINI,2023,40.6
Uruguay,URY,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,2023,42.0
Uruguay,URY,Income share held by highest 10%,SI.DST.10TH.10,2023,30.5
Uruguay,URY,Individuals using the Internet (% of population),IT.NET.USER.ZS,2023,89.873
Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2023,78.0
Uruguay,URY,Net migration,SM.POP.NETM,2023,-1501.0
Uruguay,URY,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2023,0.151863267260118
Uruguay,URY,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,2023,99.5079806151954
Uruguay,URY,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,2023,98.3248312886721
Uruguay,URY,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2023,18.6854031360825
Uruguay,URY,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2023,65.5017789571411
Uruguay,URY,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2023,15.8128179067764
Uruguay,URY,Population density (people per sq. km of land area),EN.POP.DNST,2023,19.374431493543597
Uruguay,URY,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,2023,0.2
Uruguay,URY,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2023,0.6
Uruguay,URY,Rural population,SP.RUR.TOTL,2023,143282.0
Uruguay,URY,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,2023,87.0
Uruguay,URY,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,2023,73.0
